Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Opp_Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Rush,Pass,Tot,TO
228,SEA,2024-10-06,2024,20,29,98.3,0,5.74,5.92,22:38,108.1,Sun,5,5,,NYG,L 20-29,20,29,-9,49,28,40,12,70.0,231,1,0,2.5,0.0,98.3,7,53,14.89,5.8,4.91,6.28,5.34,8.3,333,58,5.74,71,5.92,1,22:38,2:59,23,34,67.6,245,2,3,12,0,108.1,-73,-14,-87,0
229,SFO,2024-10-06,2024,23,24,62.1,-2,6.10,6.28,32:58,78.3,Sun,5,5,,ARI,L 23-24,23,24,-1,47,19,35,16,54.3,231,1,2,2.9,5.7,62.1,2,13,5.41,6.6,6.24,4.60,4.35,12.2,384,63,6.10,57,6.28,3,32:58,3:02,19,30,63.3,189,1,1,6,1,78.3,-16,42,26,-2
230,WAS,2024-10-06,2024,34,13,78.9,-1,6.68,3.59,31:18,75.1,Sun,5,5,,CLE,W 34-13,34,13,21,47,15,28,13,53.6,219,1,1,3.6,3.6,78.9,3,17,9.68,7.8,7.06,6.93,6.26,14.6,434,65,6.68,59,3.59,2,31:18,3:10,16,29,55.2,108,1,7,33,0,75.1,111,111,222,-1
231,BUF,2024-10-06,2024,20,23,56.4,2,4.68,6.34,26:50,97.6,Sun,5,5,@,HOU,L 20-23,20,23,-3,43,9,30,21,30.0,126,1,0,3.3,0.0,56.4,1,5,3.23,4.2,4.06,4.87,4.71,14.0,276,59,4.68,67,6.34,0,26:50,3:09,28,38,73.7,331,1,1,0,1,97.6,56,-205,-149,2
232,CAR,2024-10-06,2024,10,36,65.7,-3,5.03,6.14,26:12,125.1,Sun,5,5,@,CHI,L 10-36,10,36,-26,46,22,35,13,62.9,172,0,1,0.0,2.9,65.7,4,22,10.26,4.9,4.41,3.63,3.26,7.8,292,58,5.03,69,6.14,3,26:12,3:08,20,29,69.0,296,2,1,8,0,125.1,-8,-124,-132,-3
233,CHI,2024-10-06,2024,36,10,126.2,3,6.14,5.03,33:48,63.0,Sun,5,5,,CAR,W 36-10,36,10,26,46,20,29,9,69.0,296,2,0,6.9,0.0,126.2,1,8,3.33,10.2,9.87,11.59,11.20,14.8,424,69,6.14,58,5.03,0,33:48,3:08,22,35,62.9,172,0,4,22,1,63.0,8,124,132,3
234,CIN,2024-10-06,2024,38,41,137.0,0,6.80,6.75,32:42,119.6,Sun,5,5,,BAL,L 38-41 (OT),38,41,-3,79,30,39,9,76.9,371,5,1,12.8,2.6,137.0,3,21,7.14,9.5,8.83,10.92,10.14,12.4,442,65,6.80,77,6.75,1,32:42,3:28,26,42,61.9,345,4,1,3,0,119.6,-104,26,-78,0
235,CLE,2024-10-06,2024,13,34,79.8,1,3.59,6.68,28:42,76.3,Sun,5,5,@,WAS,L 13-34,13,34,-21,47,16,29,13,55.2,108,1,0,3.4,0.0,79.8,7,33,19.44,3.7,3.00,4.41,3.56,6.8,212,59,3.59,65,6.68,1,28:42,3:10,15,28,53.6,219,1,3,17,1,76.3,-111,-111,-222,1
236,IND,2024-10-06,2024,34,37,122.7,1,6.48,8.72,31:32,119.5,Sun,5,5,@,JAX,L 34-37,34,37,-3,71,34,45,11,75.6,348,3,0,6.7,0.0,122.7,4,35,8.16,7.7,7.10,9.07,8.33,10.2,447,69,6.48,57,8.72,1,31:32,3:05,28,34,82.4,371,2,0,0,1,119.5,-27,-23,-50,1
237,ATL,2024-10-03,2024,36,30,112.9,0,6.79,6.53,33:37,136.3,Thu,5,5,,TAM,W 36-30 (OT),36,30,6,66,42,59,17,71.2,477,4,1,6.8,1.7,112.9,4,32,6.35,8.1,7.57,8.68,8.13,11.4,550,81,6.79,51,6.53,1,33:37,3:16,19,24,79.2,173,3,1,7,0,136.3,-87,304,217,0
238,TAM,2024-10-03,2024,30,36,137.5,0,6.53,6.79,27:38,110.6,Thu,5,5,@,ATL,L 30-36 (OT),30,36,-6,66,19,24,5,79.2,173,3,0,12.5,0.0,137.5,1,7,4.00,7.2,6.92,9.71,9.32,9.1,333,51,6.53,81,6.79,1,27:38,3:16,42,59,71.2,477,4,4,32,1,110.6,87,-304,-217,0
239,DET,2024-09-30,2024,42,29,158.3,2,7.78,6.62,25:56,85.6,Mon,4,4,,SEA,W 42-29,42,29,13,71,19,19,0,100.0,273,3,0,15.8,0.0,158.3,3,26,13.64,14.4,12.41,17.53,15.14,14.4,389,50,7.78,78,6.62,0,25:56,3:09,38,56,67.9,383,1,3,12,1,85.6,-17,-110,-127,2
240,MIA,2024-09-30,2024,12,31,73.3,0,3.41,3.94,25:08,50.1,Mon,4,4,,TEN,L 12-31,12,31,-19,43,14,22,8,63.6,78,0,0,0.0,0.0,73.3,2,18,8.33,3.5,3.25,3.55,3.25,5.6,184,54,3.41,62,3.94,1,25:08,3:13,12,21,57.1,102,0,1,8,1,50.1,-36,-24,-60,0
241,TEN,2024-09-30,2024,31,12,51.7,0,3.94,3.41,34:52,69.9,Mon,4,4,@,MIA,W 31-12,31,12,19,43,12,21,9,57.1,102,0,1,0.0,4.8,51.7,1,8,4.55,4.9,4.64,2.71,2.59,8.5,244,62,3.94,54,3.41,1,34:52,3:13,14,22,63.6,78,0,2,18,0,69.9,36,24,60,0
242,SEA,2024-09-30,2024,29,42,86.5,-2,6.62,7.78,34:04,158.3,Mon,4,4,@,DET,L 29-42,29,42,-13,71,38,56,18,67.9,383,1,1,1.8,1.8,86.5,3,12,5.08,6.8,6.49,6.39,6.07,10.1,516,78,6.62,50,7.78,2,34:04,3:09,19,19,100.0,273,3,3,26,0,158.3,17,110,127,-2
243,ARI,2024-09-29,2024,14,42,104.7,0,5.10,6.70,26:38,96.3,Sun,4,4,,WAS,L 14-42,14,42,-28,56,16,22,6,72.7,115,1,0,4.5,0.0,104.7,4,27,15.38,5.2,4.42,6.14,5.19,7.2,296,58,5.10,67,6.70,1,26:38,2:47,26,30,86.7,233,1,0,0,1,96.3,-35,-118,-153,0
244,DEN,2024-09-29,2024,10,9,67.9,0,3.32,3.54,28:16,68.0,Sun,4,4,@,NYJ,W 10-9,10,9,1,19,12,25,13,48.0,60,1,0,4.0,0.0,67.9,0,0,0.00,2.4,2.40,3.20,3.20,5.0,186,56,3.32,70,3.54,1,28:16,3:15,24,42,57.1,184,0,5,41,0,68.0,62,-124,-62,0
245,GNB,2024-09-29,2024,29,31,83.0,-1,6.28,5.84,27:45,120.2,Sun,4,4,,MIN,L 29-31,29,31,-2,60,32,54,22,59.3,379,4,3,7.4,5.6,83.0,1,10,1.82,7.0,6.89,6.00,5.89,11.8,465,74,6.28,64,5.84,4,27:45,3:28,20,28,71.4,254,3,2,21,1,120.2,-34,125,91,-1
246,HOU,2024-09-29,2024,24,20,110.9,-1,6.40,5.40,33:17,87.3,Sun,4,4,,JAX,W 24-20,24,20,4,44,27,40,13,67.5,334,2,0,5.0,0.0,110.9,2,11,4.76,8.4,7.95,9.35,8.90,12.4,435,68,6.40,58,5.40,1,33:17,3:12,18,33,54.5,155,2,1,14,0,87.3,-57,179,122,-1
247,JAX,2024-09-29,2024,20,24,89.1,1,5.40,6.40,26:43,109.8,Sun,4,4,@,HOU,L 20-24,20,24,-4,44,18,33,15,54.5,155,2,0,6.1,0.0,89.1,1,14,2.94,4.7,4.56,5.91,5.74,8.6,313,58,5.40,68,6.40,0,26:43,3:12,27,40,67.5,334,2,2,11,0,109.8,57,-179,-122,1
248,KAN,2024-09-29,2024,17,10,89.0,-2,5.67,4.23,29:08,89.9,Sun,4,4,@,LAC,W 17-10,17,10,7,27,19,29,10,65.5,228,1,1,3.4,3.4,89.0,3,17,9.38,7.9,7.13,7.00,6.34,12.0,329,58,5.67,53,4.23,2,29:08,2:53,16,27,59.3,169,1,2,10,0,89.9,46,59,105,-2
249,MIN,2024-09-29,2024,31,29,123.4,1,5.84,6.28,32:15,82.3,Sun,4,4,@,GNB,W 31-29,31,29,2,60,20,28,8,71.4,254,3,1,10.7,3.6,123.4,2,21,6.67,9.1,8.47,9.61,8.97,12.7,374,64,5.84,74,6.28,3,32:15,3:28,32,54,59.3,379,4,1,10,3,82.3,34,-125,-91,1
250,NOR,2024-09-29,2024,24,26,82.8,-1,5.23,6.18,35:42,67.2,Sun,4,4,@,ATL,L 24-26,24,26,-2,50,28,36,8,77.8,235,0,1,0.0,2.8,82.8,1,4,2.70,6.5,6.35,5.28,5.14,8.4,366,70,5.23,51,6.18,2,35:42,3:02,21,35,60.0,227,0,1,11,1,67.2,43,8,51,-1
251,NWE,2024-09-29,2024,13,30,70.8,-1,3.48,7.18,28:25,89.0,Sun,4,4,@,SFO,L 13-30,13,30,-17,43,19,32,13,59.4,143,1,1,3.1,3.1,70.8,6,25,15.79,4.5,3.76,3.69,3.11,7.5,216,62,3.48,60,7.18,3,28:25,3:10,15,27,55.6,283,1,1,5,1,89.0,-75,-140,-215,-1
252,NYJ,2024-09-29,2024,9,10,72.0,0,3.54,3.32,31:44,67.9,Sun,4,4,,DEN,L 9-10,9,10,-1,19,24,42,18,57.1,184,0,0,0.0,0.0,72.0,5,41,10.64,4.4,3.91,4.38,3.91,7.7,248,70,3.54,56,3.32,1,31:44,3:15,12,25,48.0,60,1,0,0,0,67.9,-62,124,62,0
253,PHI,2024-09-29,2024,16,33,85.1,-2,4.05,6.01,23:43,99.1,Sun,4,4,@,TAM,L 16-33,16,33,-17,49,18,30,12,60.0,114,1,0,3.3,0.0,85.1,6,44,16.67,3.8,3.17,4.47,3.72,6.3,227,56,4.05,74,6.01,2,23:43,3:00,30,47,63.8,334,2,2,13,0,99.1,2,-220,-218,-2
254,PIT,2024-09-29,2024,24,27,104.0,-2,5.94,5.59,31:07,108.3,Sun,4,4,@,IND,L 24-27,24,27,-3,51,22,34,12,64.7,282,1,0,2.9,0.0,104.0,4,30,10.53,8.3,7.42,8.88,7.95,12.8,404,68,5.94,64,5.59,2,31:07,3:05,19,30,63.3,225,2,2,14,0,108.3,-11,57,46,-2
255,LVR,2024-09-29,2024,20,16,73.3,0,4.87,4.23,29:18,81.4,Sun,4,4,,CLE,W 20-16,20,16,4,36,14,24,10,58.3,116,0,0,0.0,0.0,73.3,2,14,7.69,4.8,4.46,4.83,4.46,8.3,268,55,4.87,57,4.23,1,29:18,2:51,24,32,75.0,149,1,3,27,1,81.4,60,-33,27,0
256,LAR,2024-09-29,2024,18,24,77.4,-2,5.55,4.89,31:02,102.3,Sun,4,4,@,CHI,L 18-24,18,24,-6,42,20,29,9,69.0,203,0,1,0.0,3.4,77.4,3,21,9.38,7.0,6.34,5.45,4.94,10.2,322,58,5.55,54,4.89,2,31:02,2:55,17,23,73.9,133,1,3,24,0,102.3,-12,70,58,-2
257,BAL,2024-09-29,2024,35,10,133.0,0,7.91,4.14,31:03,68.6,Sun,4,4,,BUF,W 35-10,35,10,25,45,14,19,5,73.7,156,2,0,10.5,0.0,133.0,1,1,5.00,8.2,7.80,10.32,9.80,11.1,427,54,7.91,57,4.14,1,31:03,2:55,17,31,54.8,155,0,3,27,0,68.6,190,1,191,0
258,LAC,2024-09-29,2024,10,17,91.4,2,4.23,5.67,30:52,86.6,Sun,4,4,,KAN,L 10-17,10,17,-7,27,16,27,11,59.3,169,1,0,3.7,0.0,91.4,2,10,6.90,6.3,5.83,7.00,6.52,10.6,224,53,4.23,58,5.67,0,30:52,2:53,19,29,65.5,228,1,3,17,1,86.6,-46,-59,-105,2
259,SFO,2024-09-29,2024,30,13,89.7,1,7.18,3.48,31:35,67.6,Sun,4,4,,NWE,W 30-13,30,13,17,43,15,27,12,55.6,283,1,1,3.7,3.7,89.7,1,5,3.57,10.5,10.11,9.56,9.21,18.9,431,60,7.18,62,3.48,2,31:35,3:10,19,32,59.4,143,1,6,25,1,67.6,75,140,215,1
260,TAM,2024-09-29,2024,33,16,100.2,2,6.01,4.05,36:17,79.0,Sun,4,4,,PHI,W 33-16,33,16,17,49,30,47,17,63.8,334,2,0,4.3,0.0,100.2,2,13,4.08,7.1,6.82,7.96,7.63,11.1,445,74,6.01,56,4.05,0,36:17,3:00,18,30,60.0,114,1,6,44,0,79.0,-2,220,218,2
261,WAS,2024-09-29,2024,42,14,96.3,0,6.70,5.10,33:22,99.6,Sun,4,4,@,ARI,W 42-14,42,14,28,56,26,30,4,86.7,233,1,1,3.3,3.3,96.3,0,0,0.00,7.8,7.77,6.93,6.93,9.0,449,67,6.70,58,5.10,1,33:22,2:47,16,22,72.7,115,1,4,27,0,99.6,35,118,153,0
262,ATL,2024-09-29,2024,26,24,68.5,1,6.18,5.23,24:18,82.3,Sun,4,4,,NOR,W 26-24,26,24,2,50,21,35,14,60.0,227,0,1,0.0,2.9,68.5,1,11,2.78,6.5,6.31,5.20,5.06,10.8,315,51,6.18,70,5.23,1,24:18,3:02,28,36,77.8,235,0,1,4,1,82.3,-43,-8,-51,1
263,BUF,2024-09-29,2024,10,35,72.2,0,4.14,7.91,28:57,132.8,Sun,4,4,@,BAL,L 10-35,10,35,-25,45,17,31,14,54.8,155,0,0,0.0,0.0,72.2,3,27,8.82,5.0,4.56,5.00,4.56,9.1,236,57,4.14,54,7.91,1,28:57,2:55,14,19,73.7,156,2,1,1,0,132.8,-190,-1,-191,0
264,CAR,2024-09-29,2024,24,34,81.4,0,5.36,6.02,31:02,100.5,Sun,4,4,,CIN,L 24-34,24,34,-10,58,25,41,16,61.0,220,2,1,4.9,2.4,81.4,0,0,0.00,5.4,5.37,5.24,5.24,8.8,375,70,5.36,62,6.02,1,31:02,3:14,22,31,71.0,232,2,0,0,1,100.5,14,-12,2,0
265,CHI,2024-09-29,2024,24,18,106.6,2,4.89,5.55,28:58,74.4,Sun,4,4,,LAR,W 24-18,24,18,6,42,17,23,6,73.9,133,1,0,4.3,0.0,106.6,3,24,11.54,5.8,5.12,6.65,5.88,7.8,264,54,4.89,58,5.55,0,28:58,2:55,20,29,69.0,203,0,3,21,1,74.4,12,-70,-58,2
266,CIN,2024-09-29,2024,34,24,100.5,0,6.02,5.36,28:58,81.4,Sun,4,4,@,CAR,W 34-24,34,24,10,58,22,31,9,71.0,232,2,1,6.5,3.2,100.5,0,0,0.00,7.5,7.48,7.32,7.32,10.5,373,62,6.02,70,5.36,1,28:58,3:14,25,41,61.0,220,2,0,0,1,81.4,-14,12,-2,0
267,CLE,2024-09-29,2024,16,20,84.9,0,4.23,4.87,30:42,70.8,Sun,4,4,@,LVR,L 16-20,16,20,-4,36,24,32,8,75.0,149,1,1,3.1,3.1,84.9,3,27,8.57,4.7,4.26,3.88,3.54,6.2,241,57,4.23,55,4.87,1,30:42,2:51,14,24,58.3,116,0,2,14,0,70.8,-60,33,-27,0
268,IND,2024-09-29,2024,27,24,110.3,2,5.59,5.94,28:53,100.4,Sun,4,4,,PIT,W 27-24,27,24,3,51,19,30,11,63.3,225,2,0,6.7,0.0,110.3,2,14,6.25,7.5,7.03,8.83,8.28,11.8,358,64,5.59,68,5.94,0,28:53,3:05,22,34,64.7,282,1,4,30,0,100.4,11,-57,-46,2
269,DAL,2024-09-26,2024,20,15,125.5,1,5.75,4.66,24:23,80.9,Thu,4,4,@,NYG,W 20-15,20,15,5,35,22,27,5,81.5,213,2,0,7.4,0.0,125.5,1,8,3.57,7.9,7.61,9.37,9.04,9.7,293,51,5.75,65,4.66,0,24:23,3:02,29,40,72.5,277,0,1,4,1,80.9,54,-64,-10,1
270,NYG,2024-09-26,2024,15,20,81.4,-1,4.66,5.75,35:37,124.2,Thu,4,4,,DAL,L 15-20,15,20,-5,35,29,40,11,72.5,277,0,1,0.0,2.5,81.4,1,4,2.44,6.9,6.76,5.80,5.66,9.6,303,65,4.66,51,5.75,1,35:37,3:02,22,27,81.5,213,2,1,8,0,124.2,-54,64,10,-1
271,JAX,2024-09-23,2024,10,47,65.5,-2,3.51,6.47,28:20,141.9,Mon,3,3,@,BUF,L 10-47,10,47,-37,57,26,46,20,56.5,147,1,1,2.2,2.2,65.5,5,53,9.80,3.2,2.88,2.65,2.39,5.7,239,68,3.51,60,6.47,2,28:20,3:04,24,31,77.4,266,4,0,0,0,141.9,-30,-119,-149,-2
272,WAS,2024-09-23,2024,38,33,141.7,0,6.25,7.27,33:06,126.2,Mon,3,3,@,CIN,W 38-33,38,33,5,71,21,23,2,91.3,248,2,0,8.7,0.0,141.7,2,6,8.00,10.8,9.92,12.52,11.52,11.8,356,57,6.25,60,7.27,0,33:06,2:47,29,38,76.3,312,3,2,12,0,126.2,-16,-64,-80,0
273,BUF,2024-09-23,2024,47,10,141.9,2,6.47,3.51,31:40,60.7,Mon,3,3,,JAX,W 47-10,47,10,37,57,24,31,7,77.4,266,4,0,12.9,0.0,141.9,0,0,0.00,8.6,8.58,11.16,11.16,11.1,388,60,6.47,68,3.51,0,31:40,3:04,26,46,56.5,147,1,5,53,1,60.7,30,119,149,2
274,CIN,2024-09-23,2024,33,38,127.5,0,7.27,6.25,26:54,140.6,Mon,3,3,,WAS,L 33-38,33,38,-5,71,29,38,9,76.3,312,3,0,7.9,0.0,127.5,2,12,5.00,8.2,7.80,9.79,9.30,10.8,436,60,7.27,57,6.25,0,26:54,2:47,21,23,91.3,248,2,2,6,0,140.6,16,64,80,0
275,ATL,2024-09-22,2024,17,22,89.7,0,5.55,4.79,25:03,87.2,Sun,3,3,,KAN,L 17-22,17,22,-5,39,20,29,9,69.0,229,1,1,3.4,3.4,89.7,2,1,6.45,7.9,7.39,7.03,6.58,11.5,311,56,5.55,72,4.79,1,25:03,2:58,26,39,66.7,217,2,0,0,1,87.2,-46,12,-34,0
276,CAR,2024-09-22,2024,36,22,123.6,1,6.24,5.61,36:02,93.3,Sun,3,3,@,LVR,W 36-22,36,22,14,58,26,37,11,70.3,306,3,0,8.1,0.0,123.6,2,13,5.13,8.3,7.85,9.89,9.38,11.8,437,70,6.24,59,5.61,0,36:02,3:13,27,40,67.5,276,2,3,20,1,93.3,76,30,106,1
277,CHI,2024-09-22,2024,16,21,80.8,-1,4.70,5.67,35:01,36.7,Sun,3,3,@,IND,L 16-21,16,21,-5,37,33,52,19,63.5,332,2,2,3.8,3.8,80.8,4,31,7.14,6.4,5.93,5.42,5.04,10.1,395,84,4.70,54,5.67,3,35:01,3:16,10,20,50.0,156,0,1,11,2,36.7,-87,176,89,-1
278,CLE,2024-09-22,2024,15,21,89.5,0,3.44,4.93,26:04,105.4,Sun,3,3,,NYG,L 15-21,15,21,-6,36,21,37,16,56.8,148,2,0,5.4,0.0,89.5,8,48,17.78,4.0,3.29,5.08,4.18,7.0,217,63,3.44,69,4.93,2,26:04,3:06,24,35,68.6,228,2,2,8,0,105.4,-43,-80,-123,0
279,IND,2024-09-22,2024,21,16,39.0,1,5.67,4.70,24:59,78.4,Sun,3,3,,CHI,W 21-16,21,16,5,37,10,20,10,50.0,156,0,2,0.0,10.0,39.0,1,11,4.76,7.8,7.43,3.30,3.14,15.6,306,54,5.67,84,4.70,2,24:59,3:16,33,52,63.5,332,2,4,31,2,78.4,87,-176,-89,1
280,ARI,2024-09-22,2024,13,20,76.5,0,5.23,5.49,23:11,111.2,Sun,3,3,,DET,L 13-20,13,20,-7,33,21,34,13,61.8,200,1,1,2.9,2.9,76.5,1,7,2.86,5.9,5.71,5.15,5.00,9.5,277,53,5.23,68,5.49,1,23:11,3:00,18,23,78.3,186,2,2,13,1,111.2,-110,14,-96,0
281,DAL,2024-09-22,2024,25,28,91.9,-1,5.89,7.60,25:15,139.4,Sun,3,3,,BAL,L 25-28,25,28,-3,53,28,51,23,54.9,361,2,0,3.9,0.0,91.9,3,18,5.56,7.1,6.69,7.86,7.43,12.9,412,70,5.89,60,7.60,1,25:15,3:14,12,15,80.0,182,1,0,0,0,139.4,-223,179,-44,-1
282,DEN,2024-09-22,2024,26,7,85.0,1,5.50,3.98,32:08,79.4,Sun,3,3,@,TAM,W 26-7,26,7,19,33,25,36,11,69.4,216,0,0,0.0,0.0,85.0,0,0,0.00,6.0,6.00,6.00,6.00,8.6,352,64,5.50,56,3.98,1,32:08,2:46,25,33,75.8,132,1,7,31,1,79.4,45,84,129,1
283,DET,2024-09-22,2024,20,13,113.6,0,5.49,5.23,36:49,75.6,Sun,3,3,@,ARI,W 20-13,20,13,7,33,18,23,5,78.3,186,2,1,8.7,4.3,113.6,2,13,8.00,8.1,7.44,7.87,7.24,10.3,373,68,5.49,53,5.23,1,36:49,3:00,21,34,61.8,200,1,1,7,1,75.6,110,-14,96,0
284,GNB,2024-09-22,2024,30,14,120.9,3,6.41,4.47,32:28,85.9,Sun,3,3,@,TEN,W 30-14,30,14,16,44,13,19,6,68.4,190,1,0,5.3,0.0,120.9,3,12,13.64,10.0,8.64,11.05,9.55,14.6,378,59,6.41,53,4.47,0,32:28,2:53,26,34,76.5,204,2,8,56,2,85.9,155,-14,141,3
285,HOU,2024-09-22,2024,7,34,72.8,-2,4.70,4.57,30:42,115.5,Sun,3,3,@,MIN,L 7-34,7,34,-27,41,28,44,16,63.6,258,1,2,2.3,4.5,72.8,5,49,10.20,5.9,5.27,4.27,3.84,9.2,296,63,4.70,60,4.57,2,30:42,3:05,17,28,60.7,156,4,4,25,0,115.5,-80,102,22,-2
286,KAN,2024-09-22,2024,22,17,87.2,0,4.79,5.55,34:57,89.6,Sun,3,3,@,ATL,W 22-17,22,17,5,39,26,39,13,66.7,217,2,1,5.1,2.6,87.2,0,0,0.00,5.6,5.56,5.44,5.44,8.3,345,72,4.79,56,5.55,1,34:57,2:58,20,29,69.0,229,1,2,1,1,89.6,46,-12,34,0
287,MIA,2024-09-22,2024,3,24,78.4,2,3.66,6.17,28:32,84.2,Sun,3,3,@,SEA,L 3-24,3,24,-21,27,20,32,12,62.5,140,0,0,0.0,0.0,78.4,6,46,15.79,4.4,3.68,4.38,3.68,7.0,205,56,3.66,60,6.17,0,28:32,3:07,26,34,76.5,270,1,3,19,2,84.2,-35,-130,-165,2
288,MIN,2024-09-22,2024,34,7,119.2,2,4.57,4.70,29:18,68.2,Sun,3,3,,HOU,W 34-7,34,7,27,41,17,28,11,60.7,156,4,0,14.3,0.0,119.2,4,25,12.50,5.6,4.88,8.43,7.38,9.2,274,60,4.57,63,4.70,0,29:18,3:05,28,44,63.6,258,1,5,49,2,68.2,80,-102,-22,2
289,NOR,2024-09-22,2024,12,15,69.1,1,3.98,6.87,27:45,86.3,Sun,3,3,,PHI,L 12-15,12,15,-3,27,14,25,11,56.0,130,1,1,4.0,4.0,69.1,1,12,3.85,5.2,5.00,4.20,4.04,9.3,219,55,3.98,67,6.87,1,27:45,3:03,29,38,76.3,288,0,4,23,1,86.3,-83,-158,-241,1
290,NYG,2024-09-22,2024,21,15,106.4,0,4.93,3.44,33:56,84.1,Sun,3,3,@,CLE,W 21-15,21,15,6,36,24,35,11,68.6,228,2,0,5.7,0.0,106.4,2,8,5.41,6.5,6.16,7.66,7.24,9.5,340,69,4.93,63,3.44,2,33:56,3:06,21,37,56.8,148,2,8,48,0,84.1,43,80,123,0
291,TEN,2024-09-22,2024,14,30,92.8,-3,4.47,6.41,27:32,118.3,Sun,3,3,,GNB,L 14-30,14,30,-16,44,26,34,8,76.5,204,2,2,5.9,5.9,92.8,8,56,19.05,6.0,4.86,4.53,3.67,7.8,237,53,4.47,59,6.41,3,27:32,2:53,13,19,68.4,190,1,3,12,0,118.3,-155,14,-141,-3
292,PHI,2024-09-22,2024,15,12,88.8,-1,6.87,3.98,32:15,67.1,Sun,3,3,@,NOR,W 15-12,15,12,3,27,29,38,9,76.3,288,0,1,0.0,2.6,88.8,4,23,9.52,7.6,6.86,6.39,5.79,9.9,460,67,6.87,55,3.98,2,32:15,3:03,14,25,56.0,130,1,1,12,1,67.1,83,158,241,-1
293,PIT,2024-09-22,2024,20,10,96.0,-1,5.32,3.69,33:51,99.0,Sun,3,3,,LAC,W 20-10,20,10,10,30,25,32,7,78.1,232,1,1,3.1,3.1,96.0,2,13,5.88,7.3,6.82,6.47,6.09,9.3,346,65,5.32,45,3.69,1,33:51,2:41,14,20,70.0,105,1,5,44,0,99.0,53,127,180,-1
294,LVR,2024-09-22,2024,22,36,95.4,-1,5.61,6.24,23:58,122.1,Sun,3,3,,CAR,L 22-36,22,36,-14,58,27,40,13,67.5,276,2,1,5.0,2.5,95.4,3,20,6.98,6.9,6.42,6.78,6.30,10.2,331,59,5.61,70,6.24,1,23:58,3:13,26,37,70.3,306,3,2,13,0,122.1,-76,-30,-106,-1
295,LAR,2024-09-22,2024,27,24,101.6,1,5.38,6.54,26:33,136.5,Sun,3,3,,SFO,W 27-24,27,24,3,51,16,26,10,61.5,198,1,0,3.8,0.0,101.6,3,23,10.34,7.6,6.83,8.38,7.52,12.4,296,55,5.38,65,6.54,0,26:33,3:06,22,30,73.3,288,3,1,4,0,136.5,-39,-90,-129,1
296,BAL,2024-09-22,2024,28,25,139.4,1,7.60,5.89,34:45,90.4,Sun,3,3,@,DAL,W 28-25,28,25,3,53,12,15,3,80.0,182,1,0,6.7,0.0,139.4,0,0,0.00,12.1,12.13,13.47,13.47,15.2,456,60,7.60,70,5.89,0,34:45,3:14,28,51,54.9,361,2,3,18,0,90.4,223,-179,44,1
297,LAC,2024-09-22,2024,10,20,108.1,1,3.69,5.32,26:09,94.3,Sun,3,3,@,PIT,L 10-20,10,20,-10,30,14,20,6,70.0,105,1,0,5.0,0.0,108.1,5,44,20.00,5.3,4.20,6.25,5.00,7.5,166,45,3.69,65,5.32,0,26:09,2:41,25,32,78.1,232,1,2,13,1,94.3,-53,-127,-180,1
298,SEA,2024-09-22,2024,24,3,86.5,-2,6.17,3.66,31:28,72.4,Sun,3,3,,MIA,W 24-3,24,3,21,27,26,34,8,76.5,270,1,2,2.9,5.9,86.5,3,19,8.11,7.9,7.30,5.88,5.41,10.4,370,60,6.17,56,3.66,2,31:28,3:07,20,32,62.5,140,0,6,46,0,72.4,35,130,165,-2
299,SFO,2024-09-22,2024,24,27,137.1,-1,6.54,5.38,33:27,97.9,Sun,3,3,@,LAR,L 24-27,24,27,-3,51,22,30,8,73.3,288,3,0,10.0,0.0,137.1,1,4,3.23,9.6,9.29,11.60,11.23,13.1,425,65,6.54,55,5.38,1,33:27,3:06,16,26,61.5,198,1,3,23,0,97.9,39,90,129,-1
300,TAM,2024-09-22,2024,7,26,83.3,-1,3.98,5.50,27:52,85.0,Sun,3,3,,DEN,L 7-26,7,26,-19,33,25,33,8,75.8,132,1,1,3.0,3.0,83.3,7,31,17.50,4.0,3.30,3.24,2.68,5.3,223,56,3.98,64,5.50,2,27:52,2:46,25,36,69.4,216,0,0,0,0,85.0,-45,-84,-129,-1
301,NWE,2024-09-19,2024,3,24,72.6,-1,2.90,5.71,19:56,117.2,Thu,3,3,@,NYJ,L 3-24,3,24,-21,27,16,26,10,61.5,61,0,0,0.0,0.0,72.6,7,59,21.21,2.3,1.85,2.35,1.85,3.8,139,48,2.90,70,5.71,1,19:56,2:57,27,35,77.1,267,2,2,14,0,117.2,-55,-206,-261,-1
302,NYJ,2024-09-19,2024,24,3,118.9,1,5.71,2.90,40:04,65.9,Thu,3,3,,NWE,W 24-3,24,3,21,27,27,35,8,77.1,267,2,0,5.7,0.0,118.9,2,14,5.41,7.6,7.22,8.77,8.30,9.9,400,70,5.71,48,2.90,0,40:04,2:57,16,26,61.5,61,0,7,59,0,65.9,55,206,261,1
