Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Opp_Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Rush,Pass,Tot,TO
701,ATL,2023-10-22,2023,16,13,107.1,-1,6.27,5.06,29:59,79.1,Sun,7,7,@,TAM,W 16-13,16,13,3,29,19,25,6,76.0,245,0,0,0.0,0.0,107.1,1,5,3.85,9.8,9.42,9.80,9.42,12.9,401,64,6.27,65,5.06,3,29:59,3:03,27,42,64.3,256,1,3,19,1,79.1,83,-11,72,-1
702,BUF,2023-10-22,2023,25,29,90.0,-1,5.14,6.62,32:14,126.1,Sun,7,7,@,NWE,L 25-29,25,29,-4,54,27,41,14,65.9,258,2,1,4.9,2.4,90.0,1,7,2.38,6.3,6.14,6.17,6.02,9.6,339,66,5.14,55,6.62,2,32:14,3:02,25,30,83.3,268,2,1,4,0,126.1,-15,-10,-25,-1
703,CHI,2023-10-22,2023,30,12,97.2,3,4.68,3.92,34:06,49.9,Sun,7,7,,LVR,W 30-12,30,12,18,42,21,29,8,72.4,150,1,0,3.4,0.0,97.2,2,12,6.45,5.2,4.84,5.86,5.48,7.1,323,69,4.68,60,3.92,0,34:06,2:58,27,45,60.0,196,1,1,8,3,49.9,134,-46,88,3
704,CLE,2023-10-22,2023,39,38,36.2,2,4.39,6.81,27:29,119.4,Sun,6,7,@,IND,W 39-38,39,38,1,77,16,37,21,43.2,166,0,2,0.0,5.4,36.2,2,17,5.13,4.5,4.26,2.05,1.95,10.4,316,72,4.39,67,6.81,2,27:29,3:36,15,23,65.2,288,2,4,17,1,119.4,-18,-122,-140,2
705,IND,2023-10-22,2023,38,39,119.4,-2,6.81,4.39,32:31,34.3,Sun,7,7,,CLE,L 38-39,38,39,-1,77,15,23,8,65.2,288,2,1,8.7,4.3,119.4,4,17,14.81,12.5,10.67,12.30,10.48,19.2,456,67,6.81,72,4.39,4,32:31,3:36,16,37,43.2,166,0,2,17,2,34.3,18,122,140,-2
706,ARI,2023-10-22,2023,10,20,69.5,3,3.95,5.48,29:28,110.2,Sun,7,7,@,SEA,L 10-20,10,20,-10,30,20,34,14,58.8,122,0,0,0.0,0.0,69.5,4,28,10.53,3.6,3.21,3.59,3.21,6.1,249,63,3.95,58,5.48,0,29:28,3:00,18,24,75.0,203,2,2,16,1,110.2,12,-81,-69,3
707,DEN,2023-10-22,2023,19,17,98.9,1,6.16,5.43,28:23,92.4,Sun,7,7,,GNB,W 19-17,19,17,2,36,20,29,9,69.0,194,1,0,3.4,0.0,98.9,1,0,3.33,6.7,6.47,7.38,7.13,9.7,339,55,6.16,61,5.43,0,28:23,2:59,22,32,68.8,194,2,0,0,1,92.4,8,0,8,1
708,DET,2023-10-22,2023,6,38,68.4,0,4.68,9.15,29:38,152.4,Sun,7,7,@,BAL,L 6-38,6,38,-32,44,33,53,20,62.3,253,0,1,0.0,1.9,68.4,5,31,8.62,4.8,4.36,3.92,3.59,7.7,337,72,4.68,55,9.15,1,29:38,3:00,21,28,75.0,357,3,0,0,0,152.4,-62,-104,-166,0
709,GNB,2023-10-22,2023,17,19,92.4,-1,5.43,6.16,31:37,98.9,Sun,6,7,@,DEN,L 17-19,17,19,-2,36,22,32,10,68.8,194,2,1,6.3,3.1,92.4,0,0,0.00,6.1,6.06,5.91,5.91,8.8,331,61,5.43,55,6.16,1,31:37,2:59,20,29,69.0,194,1,1,0,0,98.9,-8,0,-8,-1
710,KAN,2023-10-22,2023,31,17,129.5,0,7.55,5.87,31:40,63.1,Sun,7,7,,LAC,W 31-17,31,17,14,48,32,42,10,76.2,415,4,1,9.5,2.4,129.5,1,9,2.33,9.9,9.65,10.71,10.47,13.0,483,64,7.55,61,5.87,2,31:40,2:55,17,30,56.7,219,1,5,40,2,63.1,-71,196,125,0
711,MIA,2023-10-22,2023,17,31,87.5,1,5.08,5.22,23:17,106.4,Sun,7,7,@,PHI,L 17-31,17,31,-14,48,23,32,9,71.9,199,1,1,3.1,3.1,87.5,4,17,11.11,6.2,5.53,5.44,4.83,8.7,244,48,5.08,68,5.22,1,23:17,2:53,23,31,74.2,256,2,3,23,1,106.4,-54,-57,-111,1
712,NWE,2023-10-22,2023,29,25,126.7,1,6.62,5.14,27:46,89.3,Sun,7,7,,BUF,W 29-25,29,25,4,54,25,30,5,83.3,268,2,0,6.7,0.0,126.7,1,4,3.23,8.9,8.65,10.27,9.94,10.7,364,55,6.62,66,5.14,1,27:46,3:02,27,41,65.9,258,2,1,7,1,89.3,15,10,25,1
713,NYG,2023-10-22,2023,14,7,116.9,-1,5.48,4.07,28:46,55.4,Sun,7,7,,WAS,W 14-7,14,7,7,21,18,29,11,62.1,250,2,0,6.9,0.0,116.9,4,29,12.12,8.6,7.58,10.00,8.79,13.9,356,65,5.48,67,4.07,2,28:46,3:10,22,42,52.4,197,0,6,52,1,55.4,30,53,83,-1
714,PHI,2023-10-22,2023,31,17,109.5,-1,5.22,5.08,36:43,85.3,Sun,7,7,,MIA,W 31-17,31,17,14,48,23,31,8,74.2,256,2,1,6.5,3.2,109.5,3,23,8.82,8.3,7.53,8.10,7.38,11.1,355,68,5.22,48,5.08,2,36:43,2:53,23,32,71.9,199,1,4,17,1,85.3,54,57,111,-1
715,PIT,2023-10-22,2023,24,17,97.1,1,5.36,5.71,28:14,70.9,Sun,6,7,@,LAR,W 24-17,24,17,7,41,17,25,8,68.0,214,0,0,0.0,0.0,97.1,2,16,7.41,8.6,7.93,8.56,7.93,12.6,300,56,5.36,62,5.71,0,28:14,2:57,14,29,48.3,219,1,2,12,1,70.9,-49,-5,-54,1
716,LVR,2023-10-22,2023,12,30,50.6,-3,3.92,4.68,25:54,95.5,Sun,7,7,@,CHI,L 12-30,12,30,-18,42,27,45,18,60.0,196,1,3,2.2,6.7,50.6,1,8,2.17,4.4,4.26,1.80,1.76,7.3,235,60,3.92,69,4.68,3,25:54,2:58,21,29,72.4,150,1,2,12,0,95.5,-134,46,-88,-3
717,LAR,2023-10-22,2023,17,24,72.6,-1,5.71,5.36,31:46,94.4,Sun,7,7,,PIT,L 17-24,17,24,-7,41,14,29,15,48.3,219,1,1,3.4,3.4,72.6,2,12,6.45,7.6,7.06,6.69,6.26,15.6,354,62,5.71,56,5.36,1,31:46,2:57,17,25,68.0,214,0,2,16,0,94.4,49,5,54,-1
718,BAL,2023-10-22,2023,38,6,152.4,0,9.15,4.68,30:22,66.0,Sun,7,7,,DET,W 38-6,38,6,32,44,21,28,7,75.0,357,3,0,10.7,0.0,152.4,0,0,0.00,12.8,12.75,14.89,14.89,17.0,503,55,9.15,72,4.68,1,30:22,3:00,33,53,62.3,253,0,5,31,1,66.0,62,104,166,0
719,LAC,2023-10-22,2023,17,31,68.6,0,5.87,7.55,28:20,128.6,Sun,6,7,@,KAN,L 17-31,17,31,-14,48,17,30,13,56.7,219,1,2,3.3,6.7,68.6,5,40,14.29,7.3,6.26,4.97,4.26,12.9,358,61,5.87,64,7.55,2,28:20,2:55,32,42,76.2,415,4,1,9,1,128.6,71,-196,-125,0
720,SEA,2023-10-22,2023,20,10,113.0,-3,5.48,3.95,30:32,66.1,Sun,6,7,,ARI,W 20-10,20,10,10,30,18,24,6,75.0,203,2,1,8.3,4.2,113.0,2,16,7.69,8.5,7.81,8.25,7.62,11.3,318,58,5.48,63,3.95,3,30:32,3:00,20,34,58.8,122,0,4,28,0,66.1,-12,81,69,-3
721,TAM,2023-10-22,2023,13,16,81.0,1,5.06,6.27,30:01,106.2,Sun,6,7,,ATL,L 13-16,13,16,-3,29,27,42,15,64.3,256,1,1,2.4,2.4,81.0,3,19,6.67,6.1,5.69,5.50,5.13,9.5,329,65,5.06,64,6.27,2,30:01,3:03,19,25,76.0,245,0,1,5,0,106.2,-83,11,-72,1
722,WAS,2023-10-22,2023,7,14,60.5,1,4.07,5.48,31:14,112.7,Sun,7,7,@,NYG,L 7-14,7,14,-7,21,22,42,20,52.4,197,0,1,0.0,2.4,60.5,6,52,12.50,4.7,4.10,3.62,3.17,9.0,273,67,4.07,65,5.48,1,31:14,3:10,18,29,62.1,250,2,4,29,0,112.7,-30,-53,-83,1
723,JAX,2023-10-19,2023,31,24,101.7,-1,5.89,4.68,23:50,72.9,Thu,7,7,@,NOR,W 31-24,31,24,7,55,21,30,9,70.0,217,1,0,3.3,0.0,101.7,0,0,0.00,7.2,7.23,7.90,7.90,10.3,330,56,5.89,87,4.68,2,23:50,3:10,33,55,60.0,295,1,1,6,1,72.9,1,-78,-77,-1
724,NOR,2023-10-19,2023,24,31,73.4,1,4.68,5.89,36:10,101.7,Thu,7,7,,JAX,L 24-31,24,31,-7,55,33,55,22,60.0,295,1,1,1.8,1.8,73.4,1,6,1.79,5.4,5.27,4.91,4.82,8.9,407,87,4.68,56,5.89,1,36:10,3:10,21,30,70.0,217,1,0,0,0,101.7,-1,78,77,1
725,DAL,2023-10-16,2023,20,17,109.3,0,5.61,4.46,29:52,83.1,Mon,6,6,@,LAC,W 20-17,20,17,3,37,21,30,9,70.0,246,1,0,3.3,0.0,109.3,5,26,14.29,8.2,7.03,8.87,7.60,11.7,342,61,5.61,61,4.46,1,29:52,3:08,22,37,59.5,219,2,1,8,1,83.1,43,27,70,0
726,LAC,2023-10-16,2023,17,20,84.0,0,4.46,5.61,30:08,105.7,Mon,5,6,,DAL,L 17-20,17,20,-3,37,22,37,15,59.5,219,2,1,5.4,2.7,84.0,1,8,2.63,5.9,5.76,5.78,5.63,10.0,272,61,4.46,61,5.61,1,30:08,3:08,21,30,70.0,246,1,5,26,0,105.7,-43,-27,-70,0
727,ATL,2023-10-15,2023,16,24,66.5,-3,5.09,3.86,36:23,114.3,Sun,6,6,,WAS,L 16-24,16,24,-8,40,28,47,19,59.6,296,2,3,4.3,6.4,66.5,3,11,6.00,6.3,5.92,4.28,4.02,10.6,402,79,5.09,50,3.86,3,36:23,2:52,14,23,60.9,121,3,5,30,0,114.3,34,175,209,-3
728,BUF,2023-10-15,2023,14,9,86.7,-2,5.03,4.34,28:36,79.1,Sun,6,6,,NYG,W 14-9,14,9,5,23,19,30,11,63.3,169,2,1,6.7,3.3,86.7,0,0,0.00,5.6,5.63,5.47,5.47,8.9,297,59,5.03,73,4.34,2,28:36,3:14,24,36,66.7,185,0,3,15,0,79.1,-4,-16,-20,-2
729,CAR,2023-10-15,2023,21,42,85.8,1,4.35,6.52,30:44,109.1,Sun,6,6,@,MIA,L 21-42,21,42,-21,63,24,39,15,61.5,188,1,0,2.6,0.0,85.8,4,36,9.30,4.8,4.37,5.33,4.84,7.8,296,68,4.35,65,6.52,0,30:44,3:01,21,32,65.6,262,3,0,0,1,109.1,-54,-74,-128,1
730,CHI,2023-10-15,2023,13,19,47.4,-2,4.23,4.00,35:11,92.7,Sun,6,6,,MIN,L 13-19,13,19,-6,32,16,24,8,66.7,113,0,2,0.0,8.3,47.4,5,28,17.24,4.7,3.90,0.96,0.79,7.1,275,65,4.23,55,4.00,3,35:11,2:55,21,31,67.7,174,1,2,7,0,92.7,116,-61,55,-2
731,CIN,2023-10-15,2023,17,13,88.4,1,4.04,5.49,25:59,66.8,Sun,6,6,,SEA,W 17-13,17,13,4,30,24,35,11,68.6,168,2,1,5.7,2.9,88.4,3,17,7.89,4.8,4.42,4.66,4.29,7.0,214,53,4.04,70,5.49,1,25:59,2:51,27,41,65.9,297,0,4,29,2,66.8,-41,-129,-170,1
732,CLE,2023-10-15,2023,19,17,45.2,-1,4.77,3.91,33:03,52.5,Sun,5,6,,SFO,W 19-17,19,17,2,36,18,34,16,52.9,174,0,2,0.0,5.9,45.2,2,18,5.56,5.1,4.83,2.47,2.33,9.7,334,70,4.77,55,3.91,2,33:03,3:29,12,27,44.4,107,1,3,18,1,52.5,52,67,119,-1
733,IND,2023-10-15,2023,20,37,60.3,-3,4.72,3.76,31:19,86.5,Sun,6,6,@,JAX,L 20-37,20,37,-17,57,33,55,22,60.0,310,1,3,1.8,5.5,60.3,3,19,5.17,5.6,5.34,3.55,3.36,9.4,354,75,4.72,62,3.76,4,31:19,2:58,20,30,66.7,148,2,3,33,1,86.5,-41,162,121,-3
734,ARI,2023-10-15,2023,9,26,58.5,-1,4.73,6.95,30:30,103.3,Sun,6,6,@,LAR,L 9-26,9,26,-17,35,21,41,20,51.2,215,0,1,0.0,2.4,58.5,2,20,4.65,5.2,5.00,4.15,3.95,10.2,345,73,4.73,55,6.95,2,30:30,3:01,15,24,62.5,203,1,3,23,0,103.3,-49,12,-37,-1
735,DET,2023-10-15,2023,20,6,107.5,1,5.51,4.65,36:30,56.7,Sun,6,6,@,TAM,W 20-6,20,6,14,26,30,44,14,68.2,340,2,0,4.5,0.0,107.5,3,13,6.38,7.7,7.23,8.64,8.09,11.3,380,69,5.51,54,4.65,0,36:30,2:51,19,37,51.4,205,0,1,1,1,56.7,-6,135,129,1
736,HOU,2023-10-15,2023,20,13,82.2,1,4.95,5.51,28:27,82.2,Sun,6,6,,NOR,W 20-13,20,13,7,33,13,27,14,48.1,177,2,1,7.4,3.7,82.2,2,22,6.90,6.6,6.10,6.37,5.93,13.6,297,60,4.95,78,5.51,1,28:27,3:05,33,51,64.7,341,1,2,16,1,82.2,31,-164,-133,1
737,JAX,2023-10-15,2023,37,20,91.1,3,3.76,4.72,28:41,58.9,Sun,6,6,,IND,W 37-20,37,20,17,57,20,30,10,66.7,148,2,1,6.7,3.3,91.1,3,33,9.09,4.9,4.48,4.77,4.33,7.4,233,62,3.76,75,4.72,1,28:41,2:58,33,55,60.0,310,1,3,19,3,58.9,41,-162,-121,3
738,MIA,2023-10-15,2023,42,21,109.1,-1,6.52,4.35,29:16,82.0,Sun,6,6,,CAR,W 42-21,42,21,21,63,21,32,11,65.6,262,3,1,9.4,3.1,109.1,0,0,0.00,8.2,8.19,8.66,8.66,12.5,424,65,6.52,68,4.35,1,29:16,3:01,24,39,61.5,188,1,4,36,0,82.0,54,74,128,-1
739,MIN,2023-10-15,2023,19,13,93.6,2,4.00,4.23,24:49,42.5,Sun,6,6,@,CHI,W 19-13,19,13,6,32,21,31,10,67.7,174,1,0,3.2,0.0,93.6,2,7,6.06,5.6,5.27,6.26,5.88,8.3,220,55,4.00,65,4.23,1,24:49,2:55,16,24,66.7,113,0,5,28,2,42.5,-116,61,-55,2
740,NOR,2023-10-15,2023,13,20,83.5,-1,5.51,4.95,31:33,78.8,Sun,6,6,@,HOU,L 13-20,13,20,-7,33,33,51,18,64.7,341,1,1,2.0,2.0,83.5,2,16,3.77,6.7,6.43,6.20,5.96,10.3,430,78,5.51,60,4.95,2,31:33,3:05,13,27,48.1,177,2,2,22,1,78.8,-31,164,133,-1
741,NWE,2023-10-15,2023,17,21,75.3,0,4.63,5.35,27:48,85.9,Sun,6,6,@,LVR,L 17-21,17,21,-4,38,24,33,9,72.7,176,0,1,0.0,3.0,75.3,4,24,10.81,5.3,4.76,3.97,3.54,7.3,259,56,4.63,65,5.35,1,27:48,3:02,20,32,62.5,264,1,0,0,1,85.9,-1,-88,-89,0
742,NYG,2023-10-15,2023,9,14,80.8,2,4.34,5.03,31:24,86.7,Sun,6,6,@,BUF,L 9-14,9,14,-5,23,24,36,12,66.7,185,0,0,0.0,0.0,80.8,3,15,7.69,5.1,4.74,5.14,4.74,7.7,317,73,4.34,59,5.03,0,31:24,3:14,19,30,63.3,169,2,0,0,1,86.7,4,16,20,2
743,NYJ,2023-10-15,2023,20,14,73.5,4,4.14,5.04,29:16,58.4,Sun,6,6,,PHI,W 20-14,20,14,6,34,19,33,14,57.6,155,0,0,0.0,0.0,73.5,5,31,13.16,4.7,4.08,4.70,4.08,8.2,244,59,4.14,69,5.04,0,29:16,3:11,28,45,62.2,268,1,2,12,3,58.4,9,-113,-104,4
744,TEN,2023-10-15,2023,16,24,59.6,-1,5.07,5.14,24:18,88.3,Sun,6,6,,BAL,L 16-24,16,24,-8,40,12,21,9,57.1,104,0,1,0.0,4.8,59.6,6,46,22.22,5.0,3.85,2.81,2.19,8.7,233,46,5.07,70,5.14,2,24:18,3:09,21,30,70.0,221,1,1,2,1,88.3,-10,-117,-127,-1
745,PHI,2023-10-15,2023,14,20,59.5,-4,5.04,4.14,30:44,69.6,Sun,6,6,@,NYJ,L 14-20,14,20,-6,34,28,45,17,62.2,268,1,3,2.2,6.7,59.5,2,12,4.26,6.0,5.70,3.40,3.26,9.6,348,69,5.04,59,4.14,4,30:44,3:11,19,33,57.6,155,0,5,31,0,69.6,-9,113,104,-4
746,LVR,2023-10-15,2023,21,17,85.9,0,5.35,4.63,32:12,72.3,Sun,6,6,,NWE,W 21-17,21,17,4,38,20,32,12,62.5,264,1,1,3.1,3.1,85.9,0,0,0.00,8.3,8.25,7.47,7.47,13.2,348,65,5.35,56,4.63,1,32:12,3:02,24,33,72.7,176,0,4,24,1,72.3,1,88,89,0
747,LAR,2023-10-15,2023,26,9,107.3,1,6.95,4.73,29:30,56.5,Sun,6,6,,ARI,W 26-9,26,9,17,35,15,24,9,62.5,203,1,0,4.2,0.0,107.3,3,23,11.11,8.5,7.52,9.29,8.26,13.5,382,55,6.95,73,4.73,1,29:30,3:01,21,41,51.2,215,0,2,20,1,56.5,49,-12,37,1
748,BAL,2023-10-15,2023,24,16,88.6,1,5.14,5.07,35:42,50.5,Sun,6,6,@,TEN,W 24-16,24,16,8,40,21,30,9,70.0,221,1,1,3.3,3.3,88.6,1,2,3.23,7.4,7.13,6.53,6.32,10.5,360,70,5.14,46,5.07,1,35:42,3:09,12,21,57.1,104,0,6,46,1,50.5,10,117,127,1
749,SEA,2023-10-15,2023,13,17,69.8,-1,5.49,4.04,34:01,86.4,Sun,5,6,@,CIN,L 13-17,13,17,-4,30,27,41,14,65.9,297,0,2,0.0,4.9,69.8,4,29,8.89,7.2,6.60,5.05,4.60,11.0,384,70,5.49,53,4.04,2,34:01,2:51,24,35,68.6,168,2,3,17,1,86.4,41,129,170,-1
750,SFO,2023-10-15,2023,17,19,55.3,1,3.91,4.77,26:57,43.0,Sun,6,6,@,CLE,L 17-19,17,19,-2,36,12,27,15,44.4,107,1,1,3.7,3.7,55.3,3,18,10.00,4.0,3.57,3.04,2.73,8.9,215,55,3.91,70,4.77,1,26:57,3:29,18,34,52.9,174,0,2,18,2,43.0,-52,-67,-119,1
751,TAM,2023-10-15,2023,6,20,56.8,-1,4.65,5.51,23:30,106.2,Sun,5,6,,DET,L 6-20,6,20,-14,26,19,37,18,51.4,205,0,1,0.0,2.7,56.8,1,1,2.63,5.5,5.39,4.32,4.21,10.8,251,54,4.65,69,5.51,1,23:30,2:51,30,44,68.2,340,2,3,13,0,106.2,6,-135,-129,-1
752,WAS,2023-10-15,2023,24,16,119.7,3,3.86,5.09,23:37,65.6,Sun,6,6,@,ATL,W 24-16,24,16,8,40,14,23,9,60.9,121,3,0,13.0,0.0,119.7,5,30,17.86,5.3,4.32,7.87,6.46,8.6,193,50,3.86,79,5.09,0,23:37,2:52,28,47,59.6,296,2,3,11,3,65.6,-34,-175,-209,3
753,DEN,2023-10-12,2023,8,19,46.6,-2,4.02,5.56,24:11,90.8,Thu,6,6,@,KAN,L 8-19,8,19,-11,27,13,22,9,59.1,82,1,2,4.5,9.1,46.6,4,13,15.38,3.7,3.15,0.55,0.46,6.3,197,49,4.02,70,5.56,3,24:11,2:50,30,41,73.2,293,1,2,13,1,90.8,19,-211,-192,-2
754,KAN,2023-10-12,2023,19,8,92.1,2,5.56,4.02,35:49,44.1,Thu,6,6,,DEN,W 19-8,19,8,11,27,30,41,11,73.2,293,1,1,2.4,2.4,92.1,2,13,4.65,7.1,6.81,6.54,6.23,9.8,389,70,5.56,49,4.02,1,35:49,2:50,13,22,59.1,82,1,4,13,2,44.1,-19,211,192,2
755,GNB,2023-10-09,2023,13,17,32.2,-2,5.00,4.36,27:26,83.1,Mon,5,5,@,LVR,L 13-17,13,17,-4,30,16,30,14,53.3,175,0,3,0.0,10.0,32.2,2,7,6.25,5.8,5.47,1.33,1.25,10.9,285,57,5.00,64,4.36,3,27:26,2:55,22,31,71.0,183,1,4,25,1,83.1,14,-8,6,-2
756,LVR,2023-10-09,2023,17,13,86.5,2,4.36,5.00,32:34,31.2,Mon,5,5,,GNB,W 17-13,17,13,4,30,22,31,9,71.0,183,1,1,3.2,3.2,86.5,4,25,11.43,5.9,5.23,5.10,4.51,8.3,279,64,4.36,57,5.00,1,32:34,2:55,16,30,53.3,175,0,2,7,3,31.2,-14,8,-6,2
757,ATL,2023-10-08,2023,21,19,112.9,-2,6.04,5.40,35:32,88.9,Sun,5,5,,HOU,W 21-19,21,19,2,40,29,38,9,76.3,351,1,0,2.6,0.0,112.9,0,0,0.00,9.2,9.24,9.76,9.76,12.1,447,74,6.04,58,5.40,2,35:32,3:00,20,35,57.1,249,1,0,0,0,88.9,32,102,134,-2
758,BUF,2023-10-08,2023,20,25,102.0,0,7.19,5.78,21:48,98.7,Sun,5,5,,JAX,L 20-25,20,25,-5,45,27,40,13,67.5,359,2,1,5.0,2.5,102.0,0,0,0.00,9.0,8.98,8.85,8.85,13.3,388,54,7.19,82,5.78,2,21:48,3:22,25,37,67.6,278,1,5,37,0,98.7,-167,81,-86,0
759,CAR,2023-10-08,2023,24,42,82.1,-3,5.26,6.28,28:45,129.8,Sun,5,5,@,DET,L 24-42,24,42,-18,66,25,41,16,61.0,243,3,2,7.3,4.9,82.1,1,4,2.38,5.9,5.79,5.20,5.07,9.7,342,65,5.26,60,6.28,3,28:45,3:08,20,28,71.4,218,3,2,18,0,129.8,-60,25,-35,-3
760,CIN,2023-10-08,2023,34,20,108.1,2,4.81,5.16,38:10,55.7,Sun,5,5,@,ARI,W 34-20,34,20,14,54,36,46,10,78.3,287,3,1,6.5,2.2,108.1,3,30,6.12,6.2,5.86,6.57,6.16,8.0,380,79,4.81,57,5.16,1,38:10,3:01,15,32,46.9,152,2,3,14,2,55.7,-49,135,86,2
761,IND,2023-10-08,2023,23,16,106.7,1,7.03,6.00,31:03,75.8,Sun,5,5,,TEN,W 23-16,23,16,7,39,20,26,6,76.9,236,0,0,0.0,0.0,106.7,1,17,3.70,9.1,8.74,9.08,8.74,11.8,429,61,7.03,58,6.00,0,31:03,2:51,23,35,65.7,259,0,1,5,1,75.8,104,-23,81,1
762,ARI,2023-10-08,2023,20,34,57.6,-2,5.16,4.81,21:50,105.3,Sun,5,5,,CIN,L 20-34,20,34,-14,54,15,32,17,46.9,152,2,2,6.3,6.3,57.6,3,14,8.57,4.8,4.34,3.19,2.91,10.1,294,57,5.16,79,4.81,3,21:50,3:01,36,46,78.3,287,3,3,30,1,105.3,49,-135,-86,-2
763,DAL,2023-10-08,2023,10,42,52.4,-3,4.02,6.28,22:55,143.5,Sun,5,5,@,SFO,L 10-42,10,42,-32,52,16,26,10,61.5,140,1,3,3.8,11.5,52.4,4,21,13.33,5.4,4.67,0.96,0.83,8.8,197,49,4.02,67,6.28,4,22:55,3:05,18,25,72.0,251,4,1,2,0,143.5,-113,-111,-224,-3
764,DEN,2023-10-08,2023,21,31,103.7,-1,5.40,6.56,25:24,74.7,Sun,5,5,,NYJ,L 21-31,21,31,-10,52,20,31,11,64.5,169,2,0,6.5,0.0,103.7,4,27,11.43,5.5,4.83,6.74,5.97,8.5,308,57,5.40,62,6.56,3,25:24,3:03,19,26,73.1,173,0,4,26,1,74.7,-95,-4,-99,-1
765,DET,2023-10-08,2023,42,24,132.4,3,6.28,5.26,31:15,81.7,Sun,5,5,,CAR,W 42-24,42,24,18,66,20,28,8,71.4,218,3,0,10.7,0.0,132.4,2,18,6.67,7.8,7.27,9.93,9.27,10.9,377,60,6.28,65,5.26,0,31:15,3:08,25,41,61.0,243,3,1,4,2,81.7,60,-25,35,3
766,HOU,2023-10-08,2023,19,21,88.9,2,5.40,6.04,24:28,112.9,Sun,5,5,@,ATL,L 19-21,19,21,-2,40,20,35,15,57.1,249,1,0,2.9,0.0,88.9,0,0,0.00,7.1,7.11,7.69,7.69,12.5,313,58,5.40,74,6.04,0,24:28,3:00,29,38,76.3,351,1,0,0,0,112.9,-32,-102,-134,2
767,JAX,2023-10-08,2023,25,20,102.9,0,5.78,7.19,38:12,102.0,Sun,5,5,@,BUF,W 25-20,25,20,5,45,25,37,12,67.6,278,1,0,2.7,0.0,102.9,5,37,11.90,7.5,6.62,8.05,7.10,11.1,474,82,5.78,54,7.19,2,38:12,3:22,27,40,67.5,359,2,0,0,1,102.0,167,-81,86,0
768,KAN,2023-10-08,2023,27,20,109.9,1,5.20,4.84,31:59,90.6,Sun,5,5,@,MIN,W 27-20,27,20,7,47,31,41,10,75.6,266,2,0,4.9,0.0,109.9,2,15,4.65,6.5,6.19,7.46,7.12,8.6,333,64,5.20,68,4.84,0,31:59,3:00,29,47,61.7,259,2,3,25,0,90.6,-3,7,4,1
769,MIA,2023-10-08,2023,31,16,100.4,-3,9.70,3.94,24:01,85.8,Sun,5,5,,NYG,W 31-16,31,16,15,47,22,30,8,73.3,302,2,2,6.7,6.7,100.4,1,6,3.23,10.1,9.74,8.40,8.13,13.7,524,54,9.70,68,3.94,3,24:01,3:00,23,32,71.9,183,0,7,22,0,85.8,137,119,256,-3
770,MIN,2023-10-08,2023,20,27,92.9,-1,4.84,5.20,28:01,108.4,Sun,5,5,,KAN,L 20-27,20,27,-7,47,29,47,18,61.7,259,2,0,4.3,0.0,92.9,3,25,6.00,5.5,5.18,6.36,5.98,8.9,329,68,4.84,64,5.20,1,28:01,3:00,31,41,75.6,266,2,2,15,0,108.4,3,-7,-4,-1
771,NOR,2023-10-08,2023,34,0,114.7,3,4.34,3.06,39:34,30.4,Sun,5,5,@,NWE,W 34-0,34,0,34,34,18,26,8,69.2,168,2,0,7.7,0.0,114.7,2,15,7.14,6.5,6.00,8.00,7.43,9.3,304,70,4.34,51,3.06,0,39:34,2:56,15,31,48.4,111,0,2,21,2,30.4,91,57,148,3
772,NWE,2023-10-08,2023,0,34,33.3,-3,3.06,4.34,20:26,112.3,Sun,5,5,,NOR,L 0-34,0,34,-34,34,15,31,16,48.4,111,0,2,0.0,6.5,33.3,2,21,6.06,3.6,3.36,0.68,0.64,7.4,156,51,3.06,70,4.34,3,20:26,2:56,18,26,69.2,168,2,2,15,0,112.3,-91,-57,-148,-3
773,NYG,2023-10-08,2023,16,31,88.7,3,3.94,9.70,35:59,99.6,Sun,5,5,@,MIA,L 16-31,16,31,-15,47,23,32,9,71.9,183,0,0,0.0,0.0,88.7,7,22,17.95,5.7,4.69,5.72,4.69,8.0,268,68,3.94,54,9.70,0,35:59,3:00,22,30,73.3,302,2,1,6,2,99.6,-137,-119,-256,3
774,NYJ,2023-10-08,2023,31,21,78.8,1,6.56,5.40,34:36,100.1,Sun,5,5,@,DEN,W 31-21,31,21,10,52,19,26,7,73.1,173,0,1,0.0,3.8,78.8,4,26,13.33,6.7,5.77,4.92,4.27,9.1,407,62,6.56,57,5.40,2,34:36,3:03,20,31,64.5,169,2,4,27,0,100.1,95,4,99,1
775,TEN,2023-10-08,2023,16,23,76.4,-1,6.00,7.03,28:57,104.0,Sun,5,5,@,IND,L 16-23,16,23,-7,39,23,35,12,65.7,259,0,1,0.0,2.9,76.4,1,5,2.78,7.4,7.19,6.11,5.94,11.3,348,58,6.00,61,7.03,1,28:57,2:51,20,26,76.9,236,0,1,17,0,104.0,-104,23,-81,-1
